Timestamp,Operator,URL,Issue
2025-12-15T13:37:45.983284+01:00,KT_GR,https://wms.geo.gr.ch/regionen?service=WMS&request=GetCapabilities,"expected string or bytes-like object"
2025-12-15T13:38:03.673273+01:00,KT_GR,https://wms.geo.gr.ch/bienenseuchen?service=WMS&request=GetCapabilities,"GET requested yielded HTTP response status code 404"
2025-12-15T13:44:05.990670+01:00,KT_GR,https://wms.geo.gr.ch/tektonische_karten?service=WMS&request=GetCapabilities,"('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))"
2025-12-15T13:44:06.258584+01:00,KT_GR,https://wms.geo.gr.ch/verkehrsmodell?service=WMS&request=GetCapabilities,"('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))"
2025-12-15T13:44:06.526073+01:00,KT_GR,https://wms.geo.gr.ch/walderschliessung?service=WMS&request=GetCapabilities,"('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))"
2025-12-15T13:44:09.626319+01:00,KT_GR,https://wms.geo.gr.ch/belastetestandorte?service=WMS&request=GetCapabilities,"('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))"
2025-12-15T13:44:10.521684+01:00,KT_GR,https://wms.geo.gr.ch/gewaesserschutz?service=WMS&request=GetCapabilities,"('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))"
2025-12-15T13:44:10.786998+01:00,KT_GR,https://wms.geo.gr.ch/grundwasser?service=WMS&request=GetCapabilities,"('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))"
2025-12-15T13:44:11.066375+01:00,KT_GR,https://wms.geo.gr.ch/historischekarten?service=WMS&request=GetCapabilities,"('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))"
2025-12-15T13:44:11.344182+01:00,KT_GR,https://wms.geo.gr.ch/naturgefahren_erfassungsbereiche?service=WMS&request=GetCapabilities,"('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))"
2025-12-15T13:45:04.414992+01:00,KT_GR,https://wms.geo.gr.ch/rrip_davos?service=WMS&request=GetCapabilities,"('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))"
2025-12-15T13:45:28.727727+01:00,KT_GR,https://wms.geo.gr.ch/rrip_mittelbuenden?service=WMS&request=GetCapabilities,"'NoneType' object has no attribute 'identification'"
2025-12-15T13:46:41.488454+01:00,KT_GR,https://wms.geo.gr.ch/rrip_oberengadin?service=WMS&request=GetCapabilities,"'NoneType' object has no attribute 'identification'"
2025-12-15T13:46:43.593297+01:00,KT_GR,https://wms.geo.gr.ch/rrip_praettigau?service=WMS&request=GetCapabilities,"'NoneType' object has no attribute 'identification'"
2025-12-15T13:47:20.969859+01:00,KT_GR,https://wms.geo.gr.ch/rrip_regioviamala?service=WMS&request=GetCapabilities,"('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))"
2025-12-15T13:47:22.108793+01:00,KT_GR,https://wms.geo.gr.ch/regionen?service=WMS&request=GetCapabilities,"expected string or bytes-like object"
2025-12-15T13:47:23.090814+01:00,KT_GR,https://wms.geo.gr.ch/schutzwald?service=WMS&request=GetCapabilities,"('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))"
2025-12-15T13:47:25.299564+01:00,KT_GR,https://wms.geo.gr.ch/seilbahnen?service=WMS&request=GetCapabilities,"'NoneType' object has no attribute 'identification'"
2025-12-15T13:47:38.684018+01:00,KT_GR,https://wms.geo.gr.ch/amtlichevermessung?service=WMS&request=GetCapabilities,"GET requested yielded HTTP response status code 404"
2025-12-15T13:47:38.952034+01:00,KT_GR,https://wms.geo.gr.ch/waldentwicklungsplan?service=WMS&request=GetCapabilities,"('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))"
2025-12-15T13:48:35.313086+01:00,KT_GR,https://wms.geo.gr.ch/uebersichtsplan?service=WMS&request=GetCapabilities,"GET requested yielded HTTP response status code 404"
2025-12-15T13:48:36.330138+01:00,KT_GR,https://wfs.geo.gr.ch/regionen?service=WFS&request=GetCapabilities,"('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))"
2025-12-15T13:48:36.918686+01:00,KT_GR,https://wfs.geo.gr.ch/amtlichevermessung?service=WFS&request=GetCapabilities,"GET requested yielded HTTP response status code 404"
2025-12-15T13:48:40.253676+01:00,KT_GR,https://wfs.geo.gr.ch/gewaesserschutz?service=WFS&request=GetCapabilities,"('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))"
2025-12-15T13:48:40.521548+01:00,KT_GR,https://wfs.geo.gr.ch/grundwasser?service=WFS&request=GetCapabilities,"('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))"
2025-12-15T13:48:42.521915+01:00,KT_GR,https://wfs.geo.gr.ch/jagdkarte?service=WFS&request=GetCapabilities,"Service does not seem to be a valid WMS, WMTS or WFS"
2025-12-15T13:48:43.792906+01:00,KT_GR,https://wfs.geo.gr.ch/belastetestandorte?service=WFS&request=GetCapabilities,"('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))"
2025-12-15T13:48:44.064459+01:00,KT_GR,https://wfs.geo.gr.ch/lw_bewirtschaftung?service=WFS&request=GetCapabilities,"('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))"
2025-12-15T13:48:44.350995+01:00,KT_GR,https://wfs.geo.gr.ch/langsamverkehr?service=WFS&request=GetCapabilities,"('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))"
2025-12-15T13:48:48.201362+01:00,KT_GR,https://wfs.geo.gr.ch/naturschutz?service=WFS&request=GetCapabilities,"Service does not seem to be a valid WMS, WMTS or WFS"
2025-12-15T13:48:48.469214+01:00,KT_GR,https://wfs.geo.gr.ch/naturgefahren_erfassungsbereiche?service=WFS&request=GetCapabilities,"('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))"
2025-12-15T13:48:48.738506+01:00,KT_GR,https://wfs.geo.gr.ch/waldentwicklungsplan?service=WFS&request=GetCapabilities,"('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))"
